region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2018,40,21,1,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 2,2018,40,17,0,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 3,2018,40,110,1,2,0,0,1,0,0,2018-09-30
HHS Regions,Region 4,2018,40,25,1,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 5,2018,40,151,2,1,0,0,0,0,0,2018-09-30
HHS Regions,Region 6,2018,40,52,2,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 7,2018,40,35,1,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 8,2018,40,38,4,3,1,0,0,5,0,2018-09-30
HHS Regions,Region 9,2018,40,53,5,0,6,0,0,0,0,2018-09-30
HHS Regions,Region 10,2018,40,9,1,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 1,2018,41,15,0,3,0,0,0,0,0,2018-10-07
HHS Regions,Region 2,2018,41,1,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 3,2018,41,69,2,0,0,1,0,0,0,2018-10-07
HHS Regions,Region 4,2018,41,19,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 5,2018,41,109,6,0,1,0,0,0,0,2018-10-07
HHS Regions,Region 6,2018,41,51,0,0,0,0,1,0,0,2018-10-07
HHS Regions,Region 7,2018,41,35,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 8,2018,41,35,6,0,0,0,0,1,0,2018-10-07
HHS Regions,Region 9,2018,41,32,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 10,2018,41,3,0,1,0,0,0,0,0,2018-10-07
