region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2018,40,25,1,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 2,2018,40,41,5,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 3,2018,40,153,1,2,0,0,7,0,0,2018-09-30
HHS Regions,Region 4,2018,40,76,5,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 5,2018,40,190,2,1,0,0,0,0,0,2018-09-30
HHS Regions,Region 6,2018,40,62,2,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 7,2018,40,35,1,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 8,2018,40,42,4,4,1,0,0,5,0,2018-09-30
HHS Regions,Region 9,2018,40,91,5,4,6,1,0,0,0,2018-09-30
HHS Regions,Region 10,2018,40,31,3,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 1,2018,41,30,1,3,0,0,0,0,0,2018-10-07
HHS Regions,Region 2,2018,41,36,7,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 3,2018,41,175,5,1,0,1,2,0,0,2018-10-07
HHS Regions,Region 4,2018,41,82,8,0,0,0,0,2,0,2018-10-07
HHS Regions,Region 5,2018,41,175,10,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 6,2018,41,74,1,0,0,0,1,0,0,2018-10-07
HHS Regions,Region 7,2018,41,42,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 8,2018,41,52,8,1,0,0,0,2,0,2018-10-07
HHS Regions,Region 9,2018,41,130,9,2,7,4,0,0,0,2018-10-07
HHS Regions,Region 10,2018,41,28,2,3,0,0,0,0,0,2018-10-07
HHS Regions,Region 1,2018,42,34,3,0,0,0,1,0,0,2018-10-14
HHS Regions,Region 2,2018,42,42,5,1,0,0,0,0,0,2018-10-14
HHS Regions,Region 3,2018,42,260,5,0,0,0,0,2,0,2018-10-14
HHS Regions,Region 4,2018,42,115,4,3,0,0,0,9,0,2018-10-14
HHS Regions,Region 5,2018,42,195,3,3,0,0,0,0,0,2018-10-14
HHS Regions,Region 6,2018,42,70,1,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 7,2018,42,49,1,2,0,0,0,0,0,2018-10-14
HHS Regions,Region 8,2018,42,42,8,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 9,2018,42,129,10,9,10,4,0,0,0,2018-10-14
HHS Regions,Region 10,2018,42,38,6,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 1,2018,43,23,3,1,0,0,0,0,0,2018-10-21
HHS Regions,Region 2,2018,43,38,6,4,0,0,0,0,0,2018-10-21
HHS Regions,Region 3,2018,43,217,8,2,0,0,0,0,0,2018-10-21
HHS Regions,Region 4,2018,43,106,6,3,1,0,0,9,0,2018-10-21
HHS Regions,Region 5,2018,43,164,2,0,0,1,0,2,0,2018-10-21
HHS Regions,Region 6,2018,43,74,8,2,0,0,0,0,0,2018-10-21
HHS Regions,Region 7,2018,43,46,2,4,0,0,0,0,0,2018-10-21
HHS Regions,Region 8,2018,43,62,17,3,0,0,1,1,0,2018-10-21
HHS Regions,Region 9,2018,43,87,8,4,1,2,0,1,0,2018-10-21
HHS Regions,Region 10,2018,43,57,2,3,0,0,0,0,0,2018-10-21
HHS Regions,Region 1,2018,44,29,2,0,0,0,0,1,0,2018-10-28
HHS Regions,Region 2,2018,44,34,6,1,1,0,0,0,0,2018-10-28
HHS Regions,Region 3,2018,44,230,7,4,0,1,0,0,0,2018-10-28
HHS Regions,Region 4,2018,44,147,10,3,0,0,1,2,0,2018-10-28
HHS Regions,Region 5,2018,44,121,9,1,0,0,0,0,0,2018-10-28
HHS Regions,Region 6,2018,44,60,4,3,0,0,0,0,0,2018-10-28
HHS Regions,Region 7,2018,44,50,0,0,0,0,0,0,0,2018-10-28
HHS Regions,Region 8,2018,44,60,8,1,0,0,0,2,0,2018-10-28
HHS Regions,Region 9,2018,44,102,17,2,0,0,0,0,0,2018-10-28
HHS Regions,Region 10,2018,44,87,5,1,1,0,0,0,0,2018-10-28
HHS Regions,Region 1,2018,45,25,3,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 2,2018,45,52,10,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 3,2018,45,258,14,1,0,1,1,1,0,2018-11-04
HHS Regions,Region 4,2018,45,134,7,7,1,0,0,0,0,2018-11-04
HHS Regions,Region 5,2018,45,162,12,1,0,0,0,0,0,2018-11-04
HHS Regions,Region 6,2018,45,124,12,0,0,0,1,0,0,2018-11-04
HHS Regions,Region 7,2018,45,51,1,3,0,0,0,3,0,2018-11-04
HHS Regions,Region 8,2018,45,46,12,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 9,2018,45,137,26,3,13,3,2,1,0,2018-11-04
HHS Regions,Region 10,2018,45,68,3,2,0,0,0,0,0,2018-11-04
HHS Regions,Region 1,2018,46,27,2,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 2,2018,46,19,3,1,0,0,0,0,0,2018-11-11
HHS Regions,Region 3,2018,46,201,14,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 4,2018,46,141,15,7,0,0,0,2,0,2018-11-11
HHS Regions,Region 5,2018,46,113,13,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 6,2018,46,68,8,2,0,0,0,0,0,2018-11-11
HHS Regions,Region 7,2018,46,43,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 8,2018,46,16,4,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 9,2018,46,150,17,5,9,0,0,0,0,2018-11-11
HHS Regions,Region 10,2018,46,20,1,0,0,0,0,0,0,2018-11-11
HHS Regions,Region 1,2018,47,11,1,0,0,0,0,0,0,2018-11-18
HHS Regions,Region 2,2018,47,3,0,0,0,0,0,0,0,2018-11-18
HHS Regions,Region 3,2018,47,116,3,0,0,0,0,0,0,2018-11-18
HHS Regions,Region 4,2018,47,32,2,2,1,0,0,2,0,2018-11-18
HHS Regions,Region 5,2018,47,58,2,2,1,0,0,1,0,2018-11-18
HHS Regions,Region 6,2018,47,15,2,3,0,0,0,0,0,2018-11-18
HHS Regions,Region 7,2018,47,26,1,0,4,0,0,0,0,2018-11-18
HHS Regions,Region 8,2018,47,9,2,0,0,0,0,0,0,2018-11-18
HHS Regions,Region 9,2018,47,102,47,4,6,1,0,0,0,2018-11-18
HHS Regions,Region 10,2018,47,2,0,1,0,0,0,0,0,2018-11-18
