region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2018,40,26,1,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 2,2018,40,41,5,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 3,2018,40,153,1,2,0,0,7,0,0,2018-09-30
HHS Regions,Region 4,2018,40,76,5,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 5,2018,40,190,2,1,0,0,0,0,0,2018-09-30
HHS Regions,Region 6,2018,40,62,2,0,0,0,0,0,0,2018-09-30
HHS Regions,Region 7,2018,40,35,1,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 8,2018,40,42,4,4,1,0,0,5,0,2018-09-30
HHS Regions,Region 9,2018,40,104,5,4,6,1,0,0,0,2018-09-30
HHS Regions,Region 10,2018,40,31,3,0,0,0,0,1,0,2018-09-30
HHS Regions,Region 1,2018,41,30,1,3,0,0,0,0,0,2018-10-07
HHS Regions,Region 2,2018,41,36,7,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 3,2018,41,175,5,1,0,1,2,0,0,2018-10-07
HHS Regions,Region 4,2018,41,82,8,0,0,0,0,2,0,2018-10-07
HHS Regions,Region 5,2018,41,177,10,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 6,2018,41,74,1,0,0,0,1,0,0,2018-10-07
HHS Regions,Region 7,2018,41,42,0,0,0,0,0,0,0,2018-10-07
HHS Regions,Region 8,2018,41,51,8,1,0,0,0,1,0,2018-10-07
HHS Regions,Region 9,2018,41,136,9,2,7,4,0,0,0,2018-10-07
HHS Regions,Region 10,2018,41,28,2,3,0,0,0,0,0,2018-10-07
HHS Regions,Region 1,2018,42,34,3,0,0,0,1,0,0,2018-10-14
HHS Regions,Region 2,2018,42,43,5,1,0,0,0,0,0,2018-10-14
HHS Regions,Region 3,2018,42,261,5,0,1,0,0,2,0,2018-10-14
HHS Regions,Region 4,2018,42,115,4,3,0,0,0,9,0,2018-10-14
HHS Regions,Region 5,2018,42,196,3,3,0,0,0,0,0,2018-10-14
HHS Regions,Region 6,2018,42,70,1,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 7,2018,42,49,1,2,0,0,0,0,0,2018-10-14
HHS Regions,Region 8,2018,42,42,8,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 9,2018,42,137,10,9,10,1,1,2,0,2018-10-14
HHS Regions,Region 10,2018,42,40,8,0,0,0,0,0,0,2018-10-14
HHS Regions,Region 1,2018,43,23,3,1,0,0,0,0,0,2018-10-21
HHS Regions,Region 2,2018,43,38,6,4,0,0,0,0,0,2018-10-21
HHS Regions,Region 3,2018,43,219,9,2,0,0,0,0,0,2018-10-21
HHS Regions,Region 4,2018,43,107,6,3,1,0,0,9,0,2018-10-21
HHS Regions,Region 5,2018,43,173,3,2,0,1,0,2,0,2018-10-21
HHS Regions,Region 6,2018,43,74,8,2,0,0,0,0,0,2018-10-21
HHS Regions,Region 7,2018,43,46,2,4,0,0,0,0,0,2018-10-21
HHS Regions,Region 8,2018,43,57,16,2,0,0,0,0,0,2018-10-21
HHS Regions,Region 9,2018,43,100,8,4,1,1,0,2,0,2018-10-21
HHS Regions,Region 10,2018,43,58,2,4,0,0,0,0,0,2018-10-21
HHS Regions,Region 1,2018,44,29,2,0,0,0,0,1,0,2018-10-28
HHS Regions,Region 2,2018,44,34,6,1,1,0,0,0,0,2018-10-28
HHS Regions,Region 3,2018,44,248,7,4,0,1,0,0,0,2018-10-28
HHS Regions,Region 4,2018,44,151,10,4,0,0,1,2,0,2018-10-28
HHS Regions,Region 5,2018,44,125,9,1,0,0,0,0,0,2018-10-28
HHS Regions,Region 6,2018,44,63,4,4,0,0,0,0,0,2018-10-28
HHS Regions,Region 7,2018,44,50,0,0,0,0,0,0,0,2018-10-28
HHS Regions,Region 8,2018,44,62,8,1,0,0,0,2,0,2018-10-28
HHS Regions,Region 9,2018,44,125,19,3,1,0,0,2,0,2018-10-28
HHS Regions,Region 10,2018,44,88,5,1,1,0,0,0,0,2018-10-28
HHS Regions,Region 1,2018,45,27,3,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 2,2018,45,53,10,0,0,0,0,0,0,2018-11-04
HHS Regions,Region 3,2018,45,306,16,1,0,1,1,1,0,2018-11-04
HHS Regions,Region 4,2018,45,140,7,7,1,0,0,0,0,2018-11-04
HHS Regions,Region 5,2018,45,174,13,3,0,0,0,0,0,2018-11-04
HHS Regions,Region 6,2018,45,131,13,3,0,0,1,0,0,2018-11-04
