region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
National,National,2018,40,760,29,11,7,1,7,9,0,2018-09-30
National,National,2018,41,831,51,10,7,5,3,3,0,2018-10-07
National,National,2018,42,987,48,18,11,1,2,13,0,2018-10-14
National,National,2018,43,895,63,28,2,2,0,13,0,2018-10-21
National,National,2018,44,975,70,19,3,1,1,7,0,2018-10-28
National,National,2018,45,1179,112,23,14,4,4,6,0,2018-11-04
National,National,2018,46,1139,129,33,9,0,2,3,0,2018-11-11
National,National,2018,47,925,169,47,9,1,2,4,0,2018-11-18
National,National,2018,48,1382,235,55,14,1,1,9,0,2018-11-25
National,National,2018,49,1360,241,74,17,4,3,8,0,2018-12-02
National,National,2018,50,1154,308,68,23,2,4,3,0,2018-12-09
