region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
National,National,2018,40,771,29,11,7,0,7,11,0,2018-09-30
National,National,2018,41,882,52,10,7,5,3,5,0,2018-10-07
National,National,2018,42,1063,51,19,12,1,2,14,0,2018-10-14
National,National,2018,43,1065,74,35,3,3,0,13,0,2018-10-21
National,National,2018,44,1193,82,23,2,1,1,8,0,2018-10-28
National,National,2018,45,1277,117,27,14,5,4,6,0,2018-11-04
National,National,2018,46,1356,143,40,9,0,2,3,0,2018-11-11
National,National,2018,47,1058,204,52,12,1,2,5,0,2018-11-18
National,National,2018,48,1611,295,62,13,1,2,10,0,2018-11-25
National,National,2018,49,1515,317,81,17,4,3,8,0,2018-12-02
National,National,2018,50,1551,524,102,18,3,5,5,0,2018-12-09
National,National,2018,51,824,354,43,31,3,12,2,0,2018-12-16
