region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
National,National,2018,40,793,29,11,7,0,7,11,0,2018-09-30
National,National,2018,41,897,52,10,7,5,3,5,0,2018-10-07
National,National,2018,42,1080,51,20,12,1,2,14,0,2018-10-14
National,National,2018,43,1085,74,35,3,3,0,13,0,2018-10-21
National,National,2018,44,1211,82,23,2,1,1,8,0,2018-10-28
National,National,2018,45,1297,117,27,14,4,4,7,0,2018-11-04
National,National,2018,46,1385,147,40,9,0,2,3,0,2018-11-11
National,National,2018,47,1093,209,53,9,1,2,5,0,2018-11-18
National,National,2018,48,1669,316,63,9,1,2,10,0,2018-11-25
National,National,2018,49,1628,342,88,14,7,3,7,0,2018-12-02
National,National,2018,50,2063,640,160,13,3,7,6,0,2018-12-09
National,National,2018,51,2398,1012,193,76,9,20,7,0,2018-12-16
National,National,2018,52,2221,1075,221,98,10,18,6,0,2018-12-23
National,National,2019,1,2499,1026,248,158,6,4,10,0,2018-12-30
National,National,2019,2,2821,1238,194,43,10,1,8,0,2019-01-06
National,National,2019,3,2552,1125,277,35,9,12,14,0,2019-01-13
National,National,2019,4,2210,964,316,47,11,13,7,0,2019-01-20
National,National,2019,5,1442,524,282,23,7,5,2,0,2019-01-27
