location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,percent,Point,NA,NA,1.5
HHS Region 1,2 wk ahead,percent,Point,NA,NA,1.8
HHS Region 1,3 wk ahead,percent,Point,NA,NA,1.9
HHS Region 1,4 wk ahead,percent,Point,NA,NA,1.9
HHS Region 1,Season onset,week,Point,NA,NA,4
HHS Region 1,Season peak percentage,percent,Point,NA,NA,2.6
HHS Region 1,Season peak week,week,Point,NA,NA,6
HHS Region 10,1 wk ahead,percent,Point,NA,NA,2.3
HHS Region 10,2 wk ahead,percent,Point,NA,NA,2.4
HHS Region 10,3 wk ahead,percent,Point,NA,NA,2.7
HHS Region 10,4 wk ahead,percent,Point,NA,NA,3
HHS Region 10,Season onset,week,Point,NA,NA,2
HHS Region 10,Season peak percentage,percent,Point,NA,NA,4.9
HHS Region 10,Season peak week,week,Point,NA,NA,8
HHS Region 2,1 wk ahead,percent,Point,NA,NA,2.8
HHS Region 2,2 wk ahead,percent,Point,NA,NA,3.2
HHS Region 2,3 wk ahead,percent,Point,NA,NA,3
HHS Region 2,4 wk ahead,percent,Point,NA,NA,2.8
HHS Region 2,Season onset,week,Point,NA,NA,50
HHS Region 2,Season peak percentage,percent,Point,NA,NA,4.4
HHS Region 2,Season peak week,week,Point,NA,NA,1
HHS Region 3,1 wk ahead,percent,Point,NA,NA,3.7
HHS Region 3,2 wk ahead,percent,Point,NA,NA,3.3
HHS Region 3,3 wk ahead,percent,Point,NA,NA,3.7
HHS Region 3,4 wk ahead,percent,Point,NA,NA,3.7
HHS Region 3,Season onset,week,Point,NA,NA,3
HHS Region 3,Season peak percentage,percent,Point,NA,NA,6.1
HHS Region 3,Season peak week,week,Point,NA,NA,4
HHS Region 4,1 wk ahead,percent,Point,NA,NA,2.4
HHS Region 4,2 wk ahead,percent,Point,NA,NA,2.5
HHS Region 4,3 wk ahead,percent,Point,NA,NA,2.8
HHS Region 4,4 wk ahead,percent,Point,NA,NA,3.1
HHS Region 4,Season onset,week,Point,NA,NA,51
HHS Region 4,Season peak percentage,percent,Point,NA,NA,4.6
HHS Region 4,Season peak week,week,Point,NA,NA,5
HHS Region 5,1 wk ahead,percent,Point,NA,NA,2.6
HHS Region 5,2 wk ahead,percent,Point,NA,NA,2.7
HHS Region 5,3 wk ahead,percent,Point,NA,NA,2.8
HHS Region 5,4 wk ahead,percent,Point,NA,NA,3
HHS Region 5,Season onset,week,Point,NA,NA,4
HHS Region 5,Season peak percentage,percent,Point,NA,NA,4.2
HHS Region 5,Season peak week,week,Point,NA,NA,7
HHS Region 6,1 wk ahead,percent,Point,NA,NA,4.8
HHS Region 6,2 wk ahead,percent,Point,NA,NA,5.5
HHS Region 6,3 wk ahead,percent,Point,NA,NA,5.1
HHS Region 6,4 wk ahead,percent,Point,NA,NA,5.5
HHS Region 6,Season onset,week,Point,NA,NA,2
HHS Region 6,Season peak percentage,percent,Point,NA,NA,8.1
HHS Region 6,Season peak week,week,Point,NA,NA,5
HHS Region 7,1 wk ahead,percent,Point,NA,NA,2.6
HHS Region 7,2 wk ahead,percent,Point,NA,NA,3.5
HHS Region 7,3 wk ahead,percent,Point,NA,NA,3.7
HHS Region 7,4 wk ahead,percent,Point,NA,NA,3.6
HHS Region 7,Season onset,week,Point,NA,NA,4
HHS Region 7,Season peak percentage,percent,Point,NA,NA,5.1
HHS Region 7,Season peak week,week,Point,NA,NA,7
HHS Region 8,1 wk ahead,percent,Point,NA,NA,1.8
HHS Region 8,2 wk ahead,percent,Point,NA,NA,2.1
HHS Region 8,3 wk ahead,percent,Point,NA,NA,2.3
HHS Region 8,4 wk ahead,percent,Point,NA,NA,2.2
HHS Region 8,Season onset,week,Point,NA,NA,4
HHS Region 8,Season peak percentage,percent,Point,NA,NA,3.4
HHS Region 8,Season peak week,week,Point,NA,NA,5
HHS Region 9,1 wk ahead,percent,Point,NA,NA,3.9
HHS Region 9,2 wk ahead,percent,Point,NA,NA,4
HHS Region 9,3 wk ahead,percent,Point,NA,NA,4.3
HHS Region 9,4 wk ahead,percent,Point,NA,NA,4.1
HHS Region 9,Season onset,week,Point,NA,NA,3
HHS Region 9,Season peak percentage,percent,Point,NA,NA,5.8
HHS Region 9,Season peak week,week,Point,NA,NA,3
US National,1 wk ahead,percent,Point,NA,NA,3.2
US National,2 wk ahead,percent,Point,NA,NA,3.4
US National,3 wk ahead,percent,Point,NA,NA,3.3
US National,4 wk ahead,percent,Point,NA,NA,3.4
US National,Season onset,week,Point,NA,NA,51
US National,Season peak percentage,percent,Point,NA,NA,4.8
US National,Season peak week,week,Point,NA,NA,6
US National,Season onset,week,Bin,40,41,0.0013514787705972225
US National,Season onset,week,Bin,41,42,0.0013514787705972225
US National,Season onset,week,Bin,42,43,0.0013514787705972225
US National,Season onset,week,Bin,43,44,0.0013514787705972225
US National,Season onset,week,Bin,44,45,0.0013514787705972225
US National,Season onset,week,Bin,45,46,0.0013815914675259166
US National,Season onset,week,Bin,46,47,0.006421171843165445
US National,Season onset,week,Bin,47,48,0.03263064350008064
US National,Season onset,week,Bin,48,49,0.08942931123737133
US National,Season onset,week,Bin,49,50,0.14345413865291914
US National,Season onset,week,Bin,50,51,0.16708869489548403
US National,Season onset,week,Bin,51,52,0.17823949892476984
US National,Season onset,week,Bin,52,53,0.1567044450288629
US National,Season onset,week,Bin,1,2,0.0900923066623918
US National,Season onset,week,Bin,2,3,0.030777933113570723
US National,Season onset,week,Bin,3,4,0.009058502753844828
US National,Season onset,week,Bin,4,5,0.009743753194950928
US National,Season onset,week,Bin,5,6,0.01271143468074524
US National,Season onset,week,Bin,6,7,0.00918975796402763
US National,Season onset,week,Bin,7,8,0.003492373915344419
US National,Season onset,week,Bin,8,9,6.946808221650813e-4
US National,Season onset,week,Bin,9,10,1.4985678024310436e-4
US National,Season onset,week,Bin,10,11,1.465931867419142e-4
US National,Season onset,week,Bin,11,12,1.465931867419142e-4
US National,Season onset,week,Bin,12,13,1.465931867419142e-4
US National,Season onset,week,Bin,13,14,1.465931867419142e-4
US National,Season onset,week,Bin,14,15,1.465931867419142e-4
US National,Season onset,week,Bin,15,16,1.465931867419142e-4
US National,Season onset,week,Bin,16,17,1.465931867419142e-4
US National,Season onset,week,Bin,17,18,1.465931867419142e-4
US National,Season onset,week,Bin,18,19,1.465931867419142e-4
US National,Season onset,week,Bin,19,20,1.465931867419142e-4
US National,Season onset,week,Bin,20,21,1.465931867419142e-4
US National,Season onset,week,Bin,none,none,0.050369985655389776
US National,Season peak week,week,Bin,40,41,0.0016640091430255182
US National,Season peak week,week,Bin,41,42,0.0016640091430255182
US National,Season peak week,week,Bin,42,43,0.0016640091430255182
US National,Season peak week,week,Bin,43,44,0.0016640091430255182
US National,Season peak week,week,Bin,44,45,0.0016640091430255182
US National,Season peak week,week,Bin,45,46,0.0016640091430255182
US National,Season peak week,week,Bin,46,47,0.0016640091430255182
US National,Season peak week,week,Bin,47,48,0.0016640091430255182
US National,Season peak week,week,Bin,48,49,0.0016640091430255182
US National,Season peak week,week,Bin,49,50,0.0022474154753835958
US National,Season peak week,week,Bin,50,51,0.019832903284868024
US National,Season peak week,week,Bin,51,52,0.08666339871939964
US National,Season peak week,week,Bin,52,53,0.14151442475129586
US National,Season peak week,week,Bin,1,2,0.08725721594086966
US National,Season peak week,week,Bin,2,3,0.022764464559186022
US National,Season peak week,week,Bin,3,4,0.010540488469638943
US National,Season peak week,week,Bin,4,5,0.02624270469681979
US National,Season peak week,week,Bin,5,6,0.06448972280615577
US National,Season peak week,week,Bin,6,7,0.13203709120539153
US National,Season peak week,week,Bin,7,8,0.17116858074905275
US National,Season peak week,week,Bin,8,9,0.09902719714124904
US National,Season peak week,week,Bin,9,10,0.02740643291815769
US National,Season peak week,week,Bin,10,11,0.02482509757205406
US National,Season peak week,week,Bin,11,12,0.03754441936907801
US National,Season peak week,week,Bin,12,13,0.022965498737218874
US National,Season peak week,week,Bin,13,14,0.005255596378427972
US National,Season peak week,week,Bin,14,15,5.955513701268154e-4
US National,Season peak week,week,Bin,15,16,4.4095226139936395e-4
US National,Season peak week,week,Bin,16,17,4.4095226139936395e-4
US National,Season peak week,week,Bin,17,18,4.4095226139936395e-4
US National,Season peak week,week,Bin,18,19,4.4095226139936395e-4
US National,Season peak week,week,Bin,19,20,4.4095226139936395e-4
US National,Season peak week,week,Bin,20,21,4.4095226139936395e-4
US National,Season peak percentage,percent,Bin,0,0.1,1.879362110034963e-4
US National,Season peak percentage,percent,Bin,0.1,0.2,4.449665134050064e-4
US National,Season peak percentage,percent,Bin,0.2,0.3,5.524848877292191e-4
US National,Season peak percentage,percent,Bin,0.3,0.4,6.809341728648374e-4
US National,Season peak percentage,percent,Bin,0.4,0.5,8.331370231290336e-4
US National,Season peak percentage,percent,Bin,0.5,0.6,0.0010118614936997024
US National,Season peak percentage,percent,Bin,0.6,0.7,0.0012202142092626498
US National,Season peak percentage,percent,Bin,0.7,0.8,0.001461063416515093
US National,Season peak percentage,percent,Bin,0.8,0.9,0.0017371412938427034
US National,Season peak percentage,percent,Bin,0.9,1,0.0020512453299558336
US National,Season peak percentage,percent,Bin,1,1.1,0.0024056943581318067
US National,Season peak percentage,percent,Bin,1.1,1.2,0.0028023789843897346
US National,Season peak percentage,percent,Bin,1.2,1.3,0.003242782828858334
US National,Season peak percentage,percent,Bin,1.3,1.4,0.0037279608125938514
US National,Season peak percentage,percent,Bin,1.4,1.5,0.004257878880024005
US National,Season peak percentage,percent,Bin,1.5,1.6,0.004832213254860958
US National,Season peak percentage,percent,Bin,1.6,1.7,0.0054495285629743
US National,Season peak percentage,percent,Bin,1.7,1.8,0.006107388992534462
US National,Season peak percentage,percent,Bin,1.8,1.9,0.0068026195579624325
US National,Season peak percentage,percent,Bin,1.9,2,0.0075310341754341635
US National,Season peak percentage,percent,Bin,2,2.1,0.008287344919820692
US National,Season peak percentage,percent,Bin,2.1,2.2,0.009065547599896688
US National,Season peak percentage,percent,Bin,2.2,2.3,0.009858754772161431
US National,Season peak percentage,percent,Bin,2.3,2.4,0.010659315123336711
US National,Season peak percentage,percent,Bin,2.4,2.5,0.011459093357870605
US National,Season peak percentage,percent,Bin,2.5,2.6,0.012249523413514126
US National,Season peak percentage,percent,Bin,2.6,2.7,0.013021876461027494
US National,Season peak percentage,percent,Bin,2.7,2.8,0.01376765653549963
US National,Season peak percentage,percent,Bin,2.8,2.9,0.014478302596074867
US National,Season peak percentage,percent,Bin,2.9,3,0.015146393134220072
US National,Season peak percentage,percent,Bin,3,3.1,0.015764905426239133
US National,Season peak percentage,percent,Bin,3.1,3.2,0.01632799687010506
US National,Season peak percentage,percent,Bin,3.2,3.3,0.01683118674688466
US National,Season peak percentage,percent,Bin,3.3,3.4,0.01727151221882166
US National,Season peak percentage,percent,Bin,3.4,3.5,0.01764726619745924
US National,Season peak percentage,percent,Bin,3.5,3.6,0.017958584592678038
US National,Season peak percentage,percent,Bin,3.6,3.7,0.018207296265548283
US National,Season peak percentage,percent,Bin,3.7,3.8,0.018396264645977035
US National,Season peak percentage,percent,Bin,3.8,3.9,0.01853014637481398
US National,Season peak percentage,percent,Bin,3.9,4,0.018614489308425224
US National,Season peak percentage,percent,Bin,4,4.1,0.01865551716243909
US National,Season peak percentage,percent,Bin,4.1,4.2,0.018660114710637197
US National,Season peak percentage,percent,Bin,4.2,4.3,0.01863538706753453
US National,Season peak percentage,percent,Bin,4.3,4.4,0.018587942682524988
US National,Season peak percentage,percent,Bin,4.4,4.5,0.01852407577535908
US National,Season peak percentage,percent,Bin,4.5,4.6,0.01844911529418925
US National,Season peak percentage,percent,Bin,4.6,4.7,0.01836730935728131
US National,Season peak percentage,percent,Bin,4.7,4.8,0.01828164185961848
US National,Season peak percentage,percent,Bin,4.8,4.9,0.018193710799441615
US National,Season peak percentage,percent,Bin,4.9,5,0.0181037059417966
US National,Season peak percentage,percent,Bin,5,5.1,0.018010478771062006
US National,Season peak percentage,percent,Bin,5.1,5.2,0.017911739537997146
US National,Season peak percentage,percent,Bin,5.2,5.3,0.01780417768040746
US National,Season peak percentage,percent,Bin,5.3,5.4,0.01768379416263699
US National,Season peak percentage,percent,Bin,5.4,5.5,0.0175462685730552
US National,Season peak percentage,percent,Bin,5.5,5.6,0.01738709001439848
US National,Season peak percentage,percent,Bin,5.6,5.7,0.017202053381608965
US National,Season peak percentage,percent,Bin,5.7,5.8,0.016987518137747442
US National,Season peak percentage,percent,Bin,5.8,5.9,0.016740585128915905
US National,Season peak percentage,percent,Bin,5.9,6,0.01645917738498727
US National,Season peak percentage,percent,Bin,6,6.1,0.016142572047999723
US National,Season peak percentage,percent,Bin,6.1,6.2,0.01579077860344056
US National,Season peak percentage,percent,Bin,6.2,6.3,0.015405048567515945
US National,Season peak percentage,percent,Bin,6.3,6.4,0.014987674857035718
US National,Season peak percentage,percent,Bin,6.4,6.5,0.01454162455340348
US National,Season peak percentage,percent,Bin,6.5,6.6,0.014070421950586755
US National,Season peak percentage,percent,Bin,6.6,6.7,0.013578163469896971
US National,Season peak percentage,percent,Bin,6.7,6.8,0.013068920866190381
US National,Season peak percentage,percent,Bin,6.8,6.9,0.012546813273982244
US National,Season peak percentage,percent,Bin,6.9,7,0.012015750253013414
US National,Season peak percentage,percent,Bin,7,7.1,0.011479226813157795
US National,Season peak percentage,percent,Bin,7.1,7.2,0.010940303806918945
US National,Season peak percentage,percent,Bin,7.2,7.3,0.010401544459278763
US National,Season peak percentage,percent,Bin,7.3,7.4,0.009864983094052721
US National,Season peak percentage,percent,Bin,7.4,7.5,0.009332252166896036
US National,Season peak percentage,percent,Bin,7.5,7.6,0.008804554700728003
US National,Season peak percentage,percent,Bin,7.6,7.7,0.008282870015423396
US National,Season peak percentage,percent,Bin,7.7,7.8,0.007768016026115938
US National,Season peak percentage,percent,Bin,7.8,7.9,0.007260761834694534
US National,Season peak percentage,percent,Bin,7.9,8,0.006761919101065553
US National,Season peak percentage,percent,Bin,8,8.1,0.0062724824849158
US National,Season peak percentage,percent,Bin,8.1,8.2,0.00579357834608986
US National,Season peak percentage,percent,Bin,8.2,8.3,0.005326530412404671
US National,Season peak percentage,percent,Bin,8.3,8.4,0.004872918907424237
US National,Season peak percentage,percent,Bin,8.4,8.5,0.0044344140407879705
US National,Season peak percentage,percent,Bin,8.5,8.6,0.004012752582224735
US National,Season peak percentage,percent,Bin,8.6,8.7,0.0036097692811520804
US National,Season peak percentage,percent,Bin,8.7,8.8,0.003227197894119861
US National,Season peak percentage,percent,Bin,8.8,8.9,0.002866476967044524
US National,Season peak percentage,percent,Bin,8.9,9,0.0025290477523942693
US National,Season peak percentage,percent,Bin,9,9.1,0.002215850847635381
US National,Season peak percentage,percent,Bin,9.1,9.2,0.0019275490487653442
US National,Season peak percentage,percent,Bin,9.2,9.3,0.001664484444608411
US National,Season peak percentage,percent,Bin,9.3,9.4,0.0014265978639587244
US National,Season peak percentage,percent,Bin,9.4,9.5,0.0012133140000802512
US National,Season peak percentage,percent,Bin,9.5,9.6,0.0010238856003763597
US National,Season peak percentage,percent,Bin,9.6,9.7,8.572527506022779e-4
US National,Season peak percentage,percent,Bin,9.7,9.8,7.119291302071167e-4
US National,Season peak percentage,percent,Bin,9.8,9.9,5.864730216851719e-4
US National,Season peak percentage,percent,Bin,9.9,10,4.79192165718566e-4
US National,Season peak percentage,percent,Bin,10,10.1,3.882724571188114e-4
US National,Season peak percentage,percent,Bin,10.1,10.2,3.120049711470979e-4
US National,Season peak percentage,percent,Bin,10.2,10.3,2.4862705233890477e-4
US National,Season peak percentage,percent,Bin,10.3,10.4,1.9643918620756387e-4
US National,Season peak percentage,percent,Bin,10.4,10.5,1.5388907565505865e-4
US National,Season peak percentage,percent,Bin,10.5,10.6,1.1954383318912325e-4
US National,Season peak percentage,percent,Bin,10.6,10.7,9.205559565899774e-5
US National,Season peak percentage,percent,Bin,10.7,10.8,7.028785172276293e-5
US National,Season peak percentage,percent,Bin,10.8,10.9,5.5618747727114256e-5
US National,Season peak percentage,percent,Bin,10.9,11,5.4183558293488926e-5
US National,Season peak percentage,percent,Bin,11,11.1,5.4183558293488926e-5
US National,Season peak percentage,percent,Bin,11.1,11.2,5.4183558293488926e-5
US National,Season peak percentage,percent,Bin,11.2,11.3,5.4183558293488926e-5
