location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,2 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,3 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,4 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,Season onset,week,Point,NA,NA,4
HHS Region 1,Season peak percentage,percent,Point,NA,NA,2.6
HHS Region 1,Season peak week,week,Point,NA,NA,6
HHS Region 10,1 wk ahead,percent,Point,NA,NA,0.7
HHS Region 10,2 wk ahead,percent,Point,NA,NA,0.7
HHS Region 10,3 wk ahead,percent,Point,NA,NA,0.9
HHS Region 10,4 wk ahead,percent,Point,NA,NA,0.7
HHS Region 10,Season onset,week,Point,NA,NA,2
HHS Region 10,Season peak percentage,percent,Point,NA,NA,4.9
HHS Region 10,Season peak week,week,Point,NA,NA,8
HHS Region 2,1 wk ahead,percent,Point,NA,NA,1
HHS Region 2,2 wk ahead,percent,Point,NA,NA,1.1
HHS Region 2,3 wk ahead,percent,Point,NA,NA,1.3
HHS Region 2,4 wk ahead,percent,Point,NA,NA,1.2
HHS Region 2,Season onset,week,Point,NA,NA,50
HHS Region 2,Season peak percentage,percent,Point,NA,NA,4.4
HHS Region 2,Season peak week,week,Point,NA,NA,1
HHS Region 3,1 wk ahead,percent,Point,NA,NA,1.3
HHS Region 3,2 wk ahead,percent,Point,NA,NA,1.2
HHS Region 3,3 wk ahead,percent,Point,NA,NA,1.1
HHS Region 3,4 wk ahead,percent,Point,NA,NA,1.1
HHS Region 3,Season onset,week,Point,NA,NA,3
HHS Region 3,Season peak percentage,percent,Point,NA,NA,6.1
HHS Region 3,Season peak week,week,Point,NA,NA,4
HHS Region 4,1 wk ahead,percent,Point,NA,NA,0.7
HHS Region 4,2 wk ahead,percent,Point,NA,NA,0.8
HHS Region 4,3 wk ahead,percent,Point,NA,NA,0.7
HHS Region 4,4 wk ahead,percent,Point,NA,NA,0.7
HHS Region 4,Season onset,week,Point,NA,NA,51
HHS Region 4,Season peak percentage,percent,Point,NA,NA,4.6
HHS Region 4,Season peak week,week,Point,NA,NA,4
HHS Region 5,1 wk ahead,percent,Point,NA,NA,0.7
HHS Region 5,2 wk ahead,percent,Point,NA,NA,0.7
HHS Region 5,3 wk ahead,percent,Point,NA,NA,0.8
HHS Region 5,4 wk ahead,percent,Point,NA,NA,0.6
HHS Region 5,Season onset,week,Point,NA,NA,4
HHS Region 5,Season peak percentage,percent,Point,NA,NA,4.1
HHS Region 5,Season peak week,week,Point,NA,NA,7
HHS Region 6,1 wk ahead,percent,Point,NA,NA,1.4
HHS Region 6,2 wk ahead,percent,Point,NA,NA,1.4
HHS Region 6,3 wk ahead,percent,Point,NA,NA,1.7
HHS Region 6,4 wk ahead,percent,Point,NA,NA,1.4
HHS Region 6,Season onset,week,Point,NA,NA,2
HHS Region 6,Season peak percentage,percent,Point,NA,NA,8
HHS Region 6,Season peak week,week,Point,NA,NA,5
HHS Region 7,1 wk ahead,percent,Point,NA,NA,0.6
HHS Region 7,2 wk ahead,percent,Point,NA,NA,0.5
HHS Region 7,3 wk ahead,percent,Point,NA,NA,0.5
HHS Region 7,4 wk ahead,percent,Point,NA,NA,0.3
HHS Region 7,Season onset,week,Point,NA,NA,4
HHS Region 7,Season peak percentage,percent,Point,NA,NA,5.1
HHS Region 7,Season peak week,week,Point,NA,NA,7
HHS Region 8,1 wk ahead,percent,Point,NA,NA,0.5
HHS Region 8,2 wk ahead,percent,Point,NA,NA,0.4
HHS Region 8,3 wk ahead,percent,Point,NA,NA,0.5
HHS Region 8,4 wk ahead,percent,Point,NA,NA,0.6
HHS Region 8,Season onset,week,Point,NA,NA,4
HHS Region 8,Season peak percentage,percent,Point,NA,NA,3.4
HHS Region 8,Season peak week,week,Point,NA,NA,5
HHS Region 9,1 wk ahead,percent,Point,NA,NA,1.6
HHS Region 9,2 wk ahead,percent,Point,NA,NA,1.3
HHS Region 9,3 wk ahead,percent,Point,NA,NA,1.3
HHS Region 9,4 wk ahead,percent,Point,NA,NA,1.5
HHS Region 9,Season onset,week,Point,NA,NA,3
HHS Region 9,Season peak percentage,percent,Point,NA,NA,5.8
HHS Region 9,Season peak week,week,Point,NA,NA,3
US National,1 wk ahead,percent,Point,NA,NA,1
US National,2 wk ahead,percent,Point,NA,NA,1
US National,3 wk ahead,percent,Point,NA,NA,1
US National,4 wk ahead,percent,Point,NA,NA,0.9
US National,Season onset,week,Point,NA,NA,51
US National,Season peak percentage,percent,Point,NA,NA,4.7
US National,Season peak week,week,Point,NA,NA,6
US National,Season onset,week,Bin,40,41,0.0013252919503383381
US National,Season onset,week,Bin,41,42,0.0013252919503383381
US National,Season onset,week,Bin,42,43,0.0013252919503383381
US National,Season onset,week,Bin,43,44,0.0013252919503383381
US National,Season onset,week,Bin,44,45,0.0013252919503383381
US National,Season onset,week,Bin,45,46,0.0013548215935690478
US National,Season onset,week,Bin,46,47,0.006297038138687413
US National,Season onset,week,Bin,47,48,0.03200562425066428
US National,Season onset,week,Bin,48,49,0.0877733156884501
US National,Season onset,week,Bin,49,50,0.14108857759272078
US National,Season onset,week,Bin,50,51,0.1650521167952438
US National,Season onset,week,Bin,51,52,0.1767256404316144
US National,Season onset,week,Bin,52,53,0.15546154446663743
US National,Season onset,week,Bin,1,2,0.08932889892690922
US National,Season onset,week,Bin,2,3,0.030679871550259512
US National,Season onset,week,Bin,3,4,0.009942320184199339
US National,Season onset,week,Bin,4,5,0.012209940675862976
US National,Season onset,week,Bin,5,6,0.01612267298642934
US National,Season onset,week,Bin,6,7,0.011661657197618367
US National,Season onset,week,Bin,7,8,0.0044318495727226756
US National,Season onset,week,Bin,8,9,8.815645940493182e-4
US National,Season onset,week,Bin,9,10,1.901695536898112e-4
US National,Season onset,week,Bin,10,11,1.8602802524482224e-4
US National,Season onset,week,Bin,11,12,1.8602802524482224e-4
US National,Season onset,week,Bin,12,13,1.8602802524482224e-4
US National,Season onset,week,Bin,13,14,1.8602802524482224e-4
US National,Season onset,week,Bin,14,15,1.8602802524482224e-4
US National,Season onset,week,Bin,15,16,1.8602802524482224e-4
US National,Season onset,week,Bin,16,17,1.8602802524482224e-4
US National,Season onset,week,Bin,17,18,1.8602802524482224e-4
US National,Season onset,week,Bin,18,19,1.8602802524482224e-4
US National,Season onset,week,Bin,19,20,1.8602802524482224e-4
US National,Season onset,week,Bin,20,21,1.8602802524482224e-4
US National,Season onset,week,Bin,none,none,0.05011960777128751
US National,Season peak week,week,Bin,40,41,0.0016335367734962975
US National,Season peak week,week,Bin,41,42,0.0016335367734962975
US National,Season peak week,week,Bin,42,43,0.0016335367734962975
US National,Season peak week,week,Bin,43,44,0.0016335367734962975
US National,Season peak week,week,Bin,44,45,0.0016335367734962975
US National,Season peak week,week,Bin,45,46,0.0016335367734962975
US National,Season peak week,week,Bin,46,47,0.0016335367734962975
US National,Season peak week,week,Bin,47,48,0.0016335367734962975
US National,Season peak week,week,Bin,48,49,0.0016335367734962975
US National,Season peak week,week,Bin,49,50,0.002206259425571113
US National,Season peak week,week,Bin,50,51,0.019469720158005025
US National,Season peak week,week,Bin,51,52,0.08507722988490073
US National,Season peak week,week,Bin,52,53,0.1389510927619245
US National,Season peak week,week,Bin,1,2,0.08599283448688069
US National,Season peak week,week,Bin,2,3,0.023813992234496588
US National,Season peak week,week,Bin,3,4,0.012863440613913087
US National,Season peak week,week,Bin,4,5,0.02799650765850745
US National,Season peak week,week,Bin,5,6,0.06577458069181456
US National,Season peak week,week,Bin,6,7,0.13294187210975317
US National,Season peak week,week,Bin,7,8,0.17096213562588658
US National,Season peak week,week,Bin,8,9,0.0985539209854293
US National,Season peak week,week,Bin,9,10,0.027248623784474554
US National,Season peak week,week,Bin,10,11,0.024719459219211648
US National,Season peak week,week,Bin,11,12,0.037391855843710395
US National,Season peak week,week,Bin,12,13,0.02287227342603695
US National,Season peak week,week,Bin,13,14,0.00523426240770395
US National,Season peak week,week,Bin,14,15,5.931338573664982e-4
US National,Season peak week,week,Bin,15,16,4.391623104910788e-4
