location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,percent,Point,NA,NA,0.5
HHS Region 1,2 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,3 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,4 wk ahead,percent,Point,NA,NA,0.4
HHS Region 1,Season onset,week,Point,NA,NA,4
HHS Region 1,Season peak percentage,percent,Point,NA,NA,2.6
HHS Region 1,Season peak week,week,Point,NA,NA,6
HHS Region 10,1 wk ahead,percent,Point,NA,NA,0.8
HHS Region 10,2 wk ahead,percent,Point,NA,NA,0.9
HHS Region 10,3 wk ahead,percent,Point,NA,NA,0.7
HHS Region 10,4 wk ahead,percent,Point,NA,NA,0.7
HHS Region 10,Season onset,week,Point,NA,NA,2
HHS Region 10,Season peak percentage,percent,Point,NA,NA,4.9
HHS Region 10,Season peak week,week,Point,NA,NA,8
HHS Region 2,1 wk ahead,percent,Point,NA,NA,1.1
HHS Region 2,2 wk ahead,percent,Point,NA,NA,1
HHS Region 2,3 wk ahead,percent,Point,NA,NA,1
HHS Region 2,4 wk ahead,percent,Point,NA,NA,1.1
HHS Region 2,Season onset,week,Point,NA,NA,50
HHS Region 2,Season peak percentage,percent,Point,NA,NA,4.4
HHS Region 2,Season peak week,week,Point,NA,NA,1
HHS Region 3,1 wk ahead,percent,Point,NA,NA,1.3
HHS Region 3,2 wk ahead,percent,Point,NA,NA,1.5
HHS Region 3,3 wk ahead,percent,Point,NA,NA,1.3
HHS Region 3,4 wk ahead,percent,Point,NA,NA,1.2
HHS Region 3,Season onset,week,Point,NA,NA,3
HHS Region 3,Season peak percentage,percent,Point,NA,NA,6.1
HHS Region 3,Season peak week,week,Point,NA,NA,4
HHS Region 4,1 wk ahead,percent,Point,NA,NA,0.8
HHS Region 4,2 wk ahead,percent,Point,NA,NA,0.7
HHS Region 4,3 wk ahead,percent,Point,NA,NA,0.7
HHS Region 4,4 wk ahead,percent,Point,NA,NA,0.8
HHS Region 4,Season onset,week,Point,NA,NA,51
HHS Region 4,Season peak percentage,percent,Point,NA,NA,4.6
HHS Region 4,Season peak week,week,Point,NA,NA,4
HHS Region 5,1 wk ahead,percent,Point,NA,NA,0.8
HHS Region 5,2 wk ahead,percent,Point,NA,NA,0.7
HHS Region 5,3 wk ahead,percent,Point,NA,NA,0.7
HHS Region 5,4 wk ahead,percent,Point,NA,NA,0.7
HHS Region 5,Season onset,week,Point,NA,NA,4
HHS Region 5,Season peak percentage,percent,Point,NA,NA,4.1
HHS Region 5,Season peak week,week,Point,NA,NA,7
HHS Region 6,1 wk ahead,percent,Point,NA,NA,1.3
HHS Region 6,2 wk ahead,percent,Point,NA,NA,1.5
HHS Region 6,3 wk ahead,percent,Point,NA,NA,1.4
HHS Region 6,4 wk ahead,percent,Point,NA,NA,1.4
HHS Region 6,Season onset,week,Point,NA,NA,2
HHS Region 6,Season peak percentage,percent,Point,NA,NA,8
HHS Region 6,Season peak week,week,Point,NA,NA,5
HHS Region 7,1 wk ahead,percent,Point,NA,NA,0.6
HHS Region 7,2 wk ahead,percent,Point,NA,NA,0.7
HHS Region 7,3 wk ahead,percent,Point,NA,NA,0.6
HHS Region 7,4 wk ahead,percent,Point,NA,NA,0.5
HHS Region 7,Season onset,week,Point,NA,NA,4
HHS Region 7,Season peak percentage,percent,Point,NA,NA,5.1
HHS Region 7,Season peak week,week,Point,NA,NA,7
HHS Region 8,1 wk ahead,percent,Point,NA,NA,0.6
HHS Region 8,2 wk ahead,percent,Point,NA,NA,0.5
HHS Region 8,3 wk ahead,percent,Point,NA,NA,0.5
HHS Region 8,4 wk ahead,percent,Point,NA,NA,0.4
HHS Region 8,Season onset,week,Point,NA,NA,4
HHS Region 8,Season peak percentage,percent,Point,NA,NA,3.4
HHS Region 8,Season peak week,week,Point,NA,NA,5
HHS Region 9,1 wk ahead,percent,Point,NA,NA,1.6
HHS Region 9,2 wk ahead,percent,Point,NA,NA,1.6
HHS Region 9,3 wk ahead,percent,Point,NA,NA,1.6
HHS Region 9,4 wk ahead,percent,Point,NA,NA,1.3
HHS Region 9,Season onset,week,Point,NA,NA,3
HHS Region 9,Season peak percentage,percent,Point,NA,NA,5.8
HHS Region 9,Season peak week,week,Point,NA,NA,3
US National,1 wk ahead,percent,Point,NA,NA,1.1
US National,2 wk ahead,percent,Point,NA,NA,1
US National,3 wk ahead,percent,Point,NA,NA,1
US National,4 wk ahead,percent,Point,NA,NA,1
US National,Season onset,week,Point,NA,NA,51
US National,Season peak percentage,percent,Point,NA,NA,4.7
US National,Season peak week,week,Point,NA,NA,6
US National,Season onset,week,Bin,40,41,0.0013261787264480349
US National,Season onset,week,Bin,41,42,0.0013261787264480349
US National,Season onset,week,Bin,42,43,0.0013261787264480349
US National,Season onset,week,Bin,43,44,0.0013261787264480349
US National,Season onset,week,Bin,44,45,0.0013261787264480349
US National,Season onset,week,Bin,45,46,0.0013557281138892323
US National,Season onset,week,Bin,46,47,0.006301241734359998
US National,Season onset,week,Bin,47,48,0.032026789560266014
US National,Season onset,week,Bin,48,49,0.08782939342090341
US National,Season onset,week,Bin,49,50,0.1411686836973906
US National,Season onset,week,Bin,50,51,0.1651210824835461
US National,Season onset,week,Bin,51,52,0.1767769051070351
US National,Season onset,week,Bin,52,53,0.1555036335561355
US National,Season onset,week,Bin,1,2,0.08935475064990157
US National,Season onset,week,Bin,2,3,0.030683192305171827
US National,Season onset,week,Bin,3,4,0.009912391186222762
US National,Season onset,week,Bin,4,5,0.012126427333262293
US National,Season onset,week,Bin,5,6,0.016007157065868985
US National,Season onset,week,Bin,6,7,0.011577950434836006
US National,Season onset,week,Bin,7,8,0.004400035789650598
US National,Season onset,week,Bin,8,9,8.752360854479628e-4
US National,Season onset,week,Bin,9,10,1.888044285592172e-4
US National,Season onset,week,Bin,10,11,1.8469262992322767e-4
US National,Season onset,week,Bin,11,12,1.8469262992322767e-4
US National,Season onset,week,Bin,12,13,1.8469262992322767e-4
US National,Season onset,week,Bin,13,14,1.8469262992322767e-4
US National,Season onset,week,Bin,14,15,1.8469262992322767e-4
US National,Season onset,week,Bin,15,16,1.8469262992322767e-4
US National,Season onset,week,Bin,16,17,1.8469262992322767e-4
US National,Season onset,week,Bin,17,18,1.8469262992322767e-4
US National,Season onset,week,Bin,18,19,1.8469262992322767e-4
US National,Season onset,week,Bin,19,20,1.8469262992322767e-4
US National,Season onset,week,Bin,20,21,1.8469262992322767e-4
US National,Season onset,week,Bin,none,none,0.05012808448615713
US National,Season peak week,week,Bin,40,41,0.0016345690322319257
US National,Season peak week,week,Bin,41,42,0.0016345690322319257
US National,Season peak week,week,Bin,42,43,0.0016345690322319257
US National,Season peak week,week,Bin,43,44,0.0016345690322319257
US National,Season peak week,week,Bin,44,45,0.0016345690322319257
US National,Season peak week,week,Bin,45,46,0.0016345690322319257
US National,Season peak week,week,Bin,46,47,0.0016345690322319257
US National,Season peak week,week,Bin,47,48,0.0016345690322319257
US National,Season peak week,week,Bin,48,49,0.0016345690322319257
US National,Season peak week,week,Bin,49,50,0.0022076535965069224
US National,Season peak week,week,Bin,50,51,0.019482023072452743
US National,Season peak week,week,Bin,51,52,0.08513096172987665
US National,Season peak week,week,Bin,52,53,0.1390379262402271
US National,Season peak week,week,Bin,1,2,0.08603566570812178
US National,Season peak week,week,Bin,2,3,0.02377843923589948
US National,Season peak week,week,Bin,3,4,0.012784750059800646
US National,Season peak week,week,Bin,4,5,0.027937097167766427
US National,Season peak week,week,Bin,5,6,0.0657310558266005
US National,Season peak week,week,Bin,6,7,0.13291122244230733
US National,Season peak week,week,Bin,7,8,0.1709691290033334
US National,Season peak week,week,Bin,8,9,0.09856995332731008
US National,Season peak week,week,Bin,9,10,0.02725396960625747
US National,Season peak week,week,Bin,10,11,0.02472303774343617
US National,Season peak week,week,Bin,11,12,0.037397023969269125
US National,Season peak week,week,Bin,12,13,0.022875431455535018
US National,Season peak week,week,Bin,13,14,0.0052349851010154895
US National,Season peak week,week,Bin,14,15,5.932157511838772e-4
US National,Season peak week,week,Bin,15,16,4.3922294550207303e-4
US National,Season peak week,week,Bin,16,17,4.3922294550207303e-4
US National,Season peak week,week,Bin,17,18,4.3922294550207303e-4
US National,Season peak week,week,Bin,18,19,4.3922294550207303e-4
US National,Season peak week,week,Bin,19,20,4.3922294550207303e-4
US National,Season peak week,week,Bin,20,21,4.3922294550207303e-4
US National,Season peak percentage,percent,Bin,0,0.1,1.878812810715106e-4
US National,Season peak percentage,percent,Bin,0.1,0.2,4.449165746861657e-4
US National,Season peak percentage,percent,Bin,0.2,0.3,5.525576813279915e-4
