location,target,unit,type,bin_start_incl,bin_end_notincl,value
Alabama,1 wk ahead,percent,Point,NA,NA,3.1
Alabama,2 wk ahead,percent,Point,NA,NA,2.6
Alabama,3 wk ahead,percent,Point,NA,NA,2.3
Alabama,4 wk ahead,percent,Point,NA,NA,2.1
Alabama,Season peak percentage,percent,Point,NA,NA,9.1
Alabama,Season peak week,week,Point,NA,NA,4
Alaska,1 wk ahead,percent,Point,NA,NA,1.7
Alaska,2 wk ahead,percent,Point,NA,NA,2.5
Alaska,3 wk ahead,percent,Point,NA,NA,2.2
Alaska,4 wk ahead,percent,Point,NA,NA,2.4
Alaska,Season peak percentage,percent,Point,NA,NA,4.9
Alaska,Season peak week,week,Point,NA,NA,6
Arizona,1 wk ahead,percent,Point,NA,NA,1.8
Arizona,2 wk ahead,percent,Point,NA,NA,1.9
Arizona,3 wk ahead,percent,Point,NA,NA,1.7
Arizona,4 wk ahead,percent,Point,NA,NA,1.7
Arizona,Season peak percentage,percent,Point,NA,NA,3.9
Arizona,Season peak week,week,Point,NA,NA,5
Arkansas,1 wk ahead,percent,Point,NA,NA,2.1
Arkansas,2 wk ahead,percent,Point,NA,NA,1.5
Arkansas,3 wk ahead,percent,Point,NA,NA,1.3
Arkansas,4 wk ahead,percent,Point,NA,NA,1.1
Arkansas,Season peak percentage,percent,Point,NA,NA,8.3
Arkansas,Season peak week,week,Point,NA,NA,5
California,1 wk ahead,percent,Point,NA,NA,2.8
California,2 wk ahead,percent,Point,NA,NA,2.5
California,3 wk ahead,percent,Point,NA,NA,2.1
California,4 wk ahead,percent,Point,NA,NA,2
California,Season peak percentage,percent,Point,NA,NA,4.8
California,Season peak week,week,Point,NA,NA,2
Colorado,1 wk ahead,percent,Point,NA,NA,1
Colorado,2 wk ahead,percent,Point,NA,NA,1
Colorado,3 wk ahead,percent,Point,NA,NA,0.8
Colorado,4 wk ahead,percent,Point,NA,NA,0.8
Colorado,Season peak percentage,percent,Point,NA,NA,3.4
Colorado,Season peak week,week,Point,NA,NA,5
Connecticut,1 wk ahead,percent,Point,NA,NA,2.5
Connecticut,2 wk ahead,percent,Point,NA,NA,2.5
Connecticut,3 wk ahead,percent,Point,NA,NA,2.2
Connecticut,4 wk ahead,percent,Point,NA,NA,2.3
Connecticut,Season peak percentage,percent,Point,NA,NA,4.6
Connecticut,Season peak week,week,Point,NA,NA,6
Delaware,1 wk ahead,percent,Point,NA,NA,0.8
Delaware,2 wk ahead,percent,Point,NA,NA,0.5
Delaware,3 wk ahead,percent,Point,NA,NA,0.3
Delaware,4 wk ahead,percent,Point,NA,NA,0.3
Delaware,Season peak percentage,percent,Point,NA,NA,3.2
Delaware,Season peak week,week,Point,NA,NA,6
Georgia,1 wk ahead,percent,Point,NA,NA,2.2
Georgia,2 wk ahead,percent,Point,NA,NA,1.9
Georgia,3 wk ahead,percent,Point,NA,NA,1.7
Georgia,4 wk ahead,percent,Point,NA,NA,1.6
Georgia,Season peak percentage,percent,Point,NA,NA,6.2
Georgia,Season peak week,week,Point,NA,NA,52
Hawaii,1 wk ahead,percent,Point,NA,NA,2.9
Hawaii,2 wk ahead,percent,Point,NA,NA,3.4
Hawaii,3 wk ahead,percent,Point,NA,NA,3
Hawaii,4 wk ahead,percent,Point,NA,NA,2.8
Hawaii,Season peak percentage,percent,Point,NA,NA,6.1
Hawaii,Season peak week,week,Point,NA,NA,8
Idaho,1 wk ahead,percent,Point,NA,NA,1.6
Idaho,2 wk ahead,percent,Point,NA,NA,1.6
Idaho,3 wk ahead,percent,Point,NA,NA,1.1
Idaho,4 wk ahead,percent,Point,NA,NA,1
Idaho,Season peak percentage,percent,Point,NA,NA,4.9
Idaho,Season peak week,week,Point,NA,NA,4
Illinois,1 wk ahead,percent,Point,NA,NA,2.5
Illinois,2 wk ahead,percent,Point,NA,NA,2.2
Illinois,3 wk ahead,percent,Point,NA,NA,1.9
Illinois,4 wk ahead,percent,Point,NA,NA,1.7
Illinois,Season peak percentage,percent,Point,NA,NA,4.9
Illinois,Season peak week,week,Point,NA,NA,5
Indiana,1 wk ahead,percent,Point,NA,NA,1.7
Indiana,2 wk ahead,percent,Point,NA,NA,1.6
Indiana,3 wk ahead,percent,Point,NA,NA,1.2
Indiana,4 wk ahead,percent,Point,NA,NA,1.2
Indiana,Season peak percentage,percent,Point,NA,NA,6.3
Indiana,Season peak week,week,Point,NA,NA,6
Iowa,1 wk ahead,percent,Point,NA,NA,0.8
Iowa,2 wk ahead,percent,Point,NA,NA,0.8
Iowa,3 wk ahead,percent,Point,NA,NA,0.5
Iowa,4 wk ahead,percent,Point,NA,NA,0.4
Iowa,Season peak percentage,percent,Point,NA,NA,3.1
Iowa,Season peak week,week,Point,NA,NA,4
Kansas,1 wk ahead,percent,Point,NA,NA,2
Kansas,2 wk ahead,percent,Point,NA,NA,1.8
Kansas,3 wk ahead,percent,Point,NA,NA,1.3
Kansas,4 wk ahead,percent,Point,NA,NA,1.2
Kansas,Season peak percentage,percent,Point,NA,NA,6.2
Kansas,Season peak week,week,Point,NA,NA,6
Kentucky,1 wk ahead,percent,Point,NA,NA,1.3
Kentucky,2 wk ahead,percent,Point,NA,NA,0.9
Kentucky,3 wk ahead,percent,Point,NA,NA,0.8
Kentucky,4 wk ahead,percent,Point,NA,NA,0.6
Kentucky,Season peak percentage,percent,Point,NA,NA,3.6
Kentucky,Season peak week,week,Point,NA,NA,6
Louisiana,1 wk ahead,percent,Point,NA,NA,2.9
Louisiana,2 wk ahead,percent,Point,NA,NA,2.6
Louisiana,3 wk ahead,percent,Point,NA,NA,2.4
Louisiana,4 wk ahead,percent,Point,NA,NA,2.2
Louisiana,Season peak percentage,percent,Point,NA,NA,11.1
Louisiana,Season peak week,week,Point,NA,NA,6
Maine,1 wk ahead,percent,Point,NA,NA,1.3
Maine,2 wk ahead,percent,Point,NA,NA,1.2
Maine,3 wk ahead,percent,Point,NA,NA,1.3
Maine,4 wk ahead,percent,Point,NA,NA,0.8
Maine,Season peak percentage,percent,Point,NA,NA,2.3
Maine,Season peak week,week,Point,NA,NA,7
Maryland,1 wk ahead,percent,Point,NA,NA,1.9
Maryland,2 wk ahead,percent,Point,NA,NA,1.5
Maryland,3 wk ahead,percent,Point,NA,NA,1.4
Maryland,4 wk ahead,percent,Point,NA,NA,1.3
Maryland,Season peak percentage,percent,Point,NA,NA,4.7
Maryland,Season peak week,week,Point,NA,NA,5
Massachusetts,1 wk ahead,percent,Point,NA,NA,1.7
Massachusetts,2 wk ahead,percent,Point,NA,NA,1.6
Massachusetts,3 wk ahead,percent,Point,NA,NA,1.6
Massachusetts,4 wk ahead,percent,Point,NA,NA,1.5
Massachusetts,Season peak percentage,percent,Point,NA,NA,3.1
Massachusetts,Season peak week,week,Point,NA,NA,5
Michigan,1 wk ahead,percent,Point,NA,NA,1.9
Michigan,2 wk ahead,percent,Point,NA,NA,1.6
Michigan,3 wk ahead,percent,Point,NA,NA,1.4
Michigan,4 wk ahead,percent,Point,NA,NA,1.2
Michigan,Season peak percentage,percent,Point,NA,NA,3.8
Michigan,Season peak week,week,Point,NA,NA,7
Minnesota,1 wk ahead,percent,Point,NA,NA,2.2
Minnesota,2 wk ahead,percent,Point,NA,NA,2.1
Minnesota,3 wk ahead,percent,Point,NA,NA,1.8
Minnesota,4 wk ahead,percent,Point,NA,NA,1.7
Minnesota,Season peak percentage,percent,Point,NA,NA,4.6
Minnesota,Season peak week,week,Point,NA,NA,2
Mississippi,1 wk ahead,percent,Point,NA,NA,3.5
Mississippi,2 wk ahead,percent,Point,NA,NA,3.1
Mississippi,3 wk ahead,percent,Point,NA,NA,3.1
Mississippi,4 wk ahead,percent,Point,NA,NA,2.6
Mississippi,Season peak percentage,percent,Point,NA,NA,9.3
Mississippi,Season peak week,week,Point,NA,NA,1
Missouri,1 wk ahead,percent,Point,NA,NA,2
Missouri,2 wk ahead,percent,Point,NA,NA,1.6
Missouri,3 wk ahead,percent,Point,NA,NA,1.4
Missouri,4 wk ahead,percent,Point,NA,NA,1
Missouri,Season peak percentage,percent,Point,NA,NA,6.8
Missouri,Season peak week,week,Point,NA,NA,6
Montana,1 wk ahead,percent,Point,NA,NA,0.4
Montana,2 wk ahead,percent,Point,NA,NA,0.3
Montana,3 wk ahead,percent,Point,NA,NA,0.3
Montana,4 wk ahead,percent,Point,NA,NA,0.2
Montana,Season peak percentage,percent,Point,NA,NA,1.4
Montana,Season peak week,week,Point,NA,NA,8
Nebraska,1 wk ahead,percent,Point,NA,NA,2.1
Nebraska,2 wk ahead,percent,Point,NA,NA,1.9
Nebraska,3 wk ahead,percent,Point,NA,NA,1.6
Nebraska,4 wk ahead,percent,Point,NA,NA,1.4
Nebraska,Season peak percentage,percent,Point,NA,NA,6.4
Nebraska,Season peak week,week,Point,NA,NA,4
Nevada,1 wk ahead,percent,Point,NA,NA,1.2
Nevada,2 wk ahead,percent,Point,NA,NA,1.2
Nevada,3 wk ahead,percent,Point,NA,NA,0.9
Nevada,4 wk ahead,percent,Point,NA,NA,0.9
Nevada,Season peak percentage,percent,Point,NA,NA,3.6
Nevada,Season peak week,week,Point,NA,NA,5
New Hampshire,1 wk ahead,percent,Point,NA,NA,0.6
New Hampshire,2 wk ahead,percent,Point,NA,NA,0.6
New Hampshire,3 wk ahead,percent,Point,NA,NA,0.6
New Hampshire,4 wk ahead,percent,Point,NA,NA,0.5
New Hampshire,Season peak percentage,percent,Point,NA,NA,2
New Hampshire,Season peak week,week,Point,NA,NA,4
New Jersey,1 wk ahead,percent,Point,NA,NA,3.2
New Jersey,2 wk ahead,percent,Point,NA,NA,2.7
New Jersey,3 wk ahead,percent,Point,NA,NA,2.7
New Jersey,4 wk ahead,percent,Point,NA,NA,2.3
New Jersey,Season peak percentage,percent,Point,NA,NA,5.7
New Jersey,Season peak week,week,Point,NA,NA,4
New Mexico,1 wk ahead,percent,Point,NA,NA,2.2
New Mexico,2 wk ahead,percent,Point,NA,NA,2.1
New Mexico,3 wk ahead,percent,Point,NA,NA,1.9
New Mexico,4 wk ahead,percent,Point,NA,NA,1.7
New Mexico,Season peak percentage,percent,Point,NA,NA,6.4
New Mexico,Season peak week,week,Point,NA,NA,5
New York,1 wk ahead,percent,Point,NA,NA,2.3
New York,2 wk ahead,percent,Point,NA,NA,2.1
New York,3 wk ahead,percent,Point,NA,NA,1.9
New York,4 wk ahead,percent,Point,NA,NA,1.8
New York,Season peak percentage,percent,Point,NA,NA,4.2
New York,Season peak week,week,Point,NA,NA,5
North Carolina,1 wk ahead,percent,Point,NA,NA,1.8
North Carolina,2 wk ahead,percent,Point,NA,NA,1.6
North Carolina,3 wk ahead,percent,Point,NA,NA,1.1
North Carolina,4 wk ahead,percent,Point,NA,NA,1.2
North Carolina,Season peak percentage,percent,Point,NA,NA,6.7
North Carolina,Season peak week,week,Point,NA,NA,6
North Dakota,1 wk ahead,percent,Point,NA,NA,1.2
North Dakota,2 wk ahead,percent,Point,NA,NA,1.7
North Dakota,3 wk ahead,percent,Point,NA,NA,1.1
North Dakota,4 wk ahead,percent,Point,NA,NA,1
North Dakota,Season peak percentage,percent,Point,NA,NA,4.7
North Dakota,Season peak week,week,Point,NA,NA,7
Ohio,1 wk ahead,percent,Point,NA,NA,1.2
Ohio,2 wk ahead,percent,Point,NA,NA,1.1
Ohio,3 wk ahead,percent,Point,NA,NA,0.8
Ohio,4 wk ahead,percent,Point,NA,NA,0.7
Ohio,Season peak percentage,percent,Point,NA,NA,3.7
Ohio,Season peak week,week,Point,NA,NA,6
Oklahoma,1 wk ahead,percent,Point,NA,NA,2.3
Oklahoma,2 wk ahead,percent,Point,NA,NA,2.3
Oklahoma,3 wk ahead,percent,Point,NA,NA,1.9
Oklahoma,4 wk ahead,percent,Point,NA,NA,1.6
Oklahoma,Season peak percentage,percent,Point,NA,NA,10.4
Oklahoma,Season peak week,week,Point,NA,NA,6
Oregon,1 wk ahead,percent,Point,NA,NA,1.4
Oregon,2 wk ahead,percent,Point,NA,NA,1.1
Oregon,3 wk ahead,percent,Point,NA,NA,1
Oregon,4 wk ahead,percent,Point,NA,NA,0.9
Oregon,Season peak percentage,percent,Point,NA,NA,4.2
Oregon,Season peak week,week,Point,NA,NA,5
Pennsylvania,1 wk ahead,percent,Point,NA,NA,2
Pennsylvania,2 wk ahead,percent,Point,NA,NA,1.8
Pennsylvania,3 wk ahead,percent,Point,NA,NA,1.6
Pennsylvania,4 wk ahead,percent,Point,NA,NA,1.3
Pennsylvania,Season peak percentage,percent,Point,NA,NA,4.9
