region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,22,0,6,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,24,0,2,1,1,1,0,0,2019-09-29
HHS Regions,Region 3,2019,40,148,0,1,0,1,3,0,0,2019-09-29
HHS Regions,Region 4,2019,40,102,12,2,1,0,20,1,0,2019-09-29
HHS Regions,Region 5,2019,40,125,0,6,0,3,0,0,0,2019-09-29
HHS Regions,Region 6,2019,40,104,2,2,0,3,11,0,0,2019-09-29
HHS Regions,Region 7,2019,40,4,0,0,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,26,0,7,0,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,142,6,11,21,2,16,0,0,2019-09-29
HHS Regions,Region 10,2019,40,56,0,5,1,0,0,0,0,2019-09-29
HHS Regions,Region 1,2019,41,16,1,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 2,2019,41,14,0,1,1,0,0,0,0,2019-10-06
HHS Regions,Region 3,2019,41,125,2,5,0,0,2,0,0,2019-10-06
HHS Regions,Region 4,2019,41,115,9,10,1,0,21,2,0,2019-10-06
HHS Regions,Region 5,2019,41,160,0,5,2,2,0,0,0,2019-10-06
HHS Regions,Region 6,2019,41,89,1,0,0,3,16,0,0,2019-10-06
HHS Regions,Region 7,2019,41,2,0,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 8,2019,41,20,3,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 9,2019,41,121,7,17,0,0,13,0,0,2019-10-06
HHS Regions,Region 10,2019,41,61,1,5,3,1,0,0,0,2019-10-06
HHS Regions,Region 1,2019,42,17,0,2,0,0,0,0,0,2019-10-13
HHS Regions,Region 2,2019,42,2,0,0,0,0,0,0,0,2019-10-13
HHS Regions,Region 3,2019,42,131,2,3,0,0,2,0,0,2019-10-13
HHS Regions,Region 4,2019,42,76,4,4,1,2,7,1,0,2019-10-13
HHS Regions,Region 5,2019,42,103,0,0,1,0,2,0,0,2019-10-13
HHS Regions,Region 6,2019,42,70,2,1,0,1,9,0,0,2019-10-13
HHS Regions,Region 7,2019,42,0,0,0,0,0,0,0,0,2019-10-13
HHS Regions,Region 8,2019,42,29,3,5,0,0,1,0,0,2019-10-13
HHS Regions,Region 9,2019,42,56,3,10,0,1,2,0,0,2019-10-13
HHS Regions,Region 10,2019,42,37,0,3,5,2,0,0,0,2019-10-13
