region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
National,National,2019,40,979,25,56,21,7,56,1,0,2019-09-29
National,National,2019,41,1104,32,63,23,7,70,2,0,2019-10-06
National,National,2019,42,1173,35,80,2,13,76,3,0,2019-10-13
National,National,2019,43,1345,53,77,3,20,95,5,0,2019-10-20
National,National,2019,44,1400,52,59,2,39,118,5,0,2019-10-27
National,National,2019,45,1882,112,71,11,77,227,9,0,2019-11-03
National,National,2019,46,1805,141,54,5,94,310,10,0,2019-11-10
National,National,2019,47,2266,225,74,17,169,354,9,0,2019-11-17
National,National,2019,48,1710,275,63,18,125,366,9,0,2019-11-24
National,National,2019,49,1508,221,43,19,110,232,6,0,2019-12-01
