region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,19,0,5,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,6,0,1,0,0,0,0,0,2019-09-29
HHS Regions,Region 3,2019,40,93,0,0,0,1,1,0,0,2019-09-29
HHS Regions,Region 4,2019,40,48,9,0,0,1,3,1,0,2019-09-29
HHS Regions,Region 5,2019,40,61,0,1,0,0,0,0,0,2019-09-29
HHS Regions,Region 6,2019,40,55,2,1,0,3,0,0,0,2019-09-29
HHS Regions,Region 7,2019,40,1,0,0,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,21,0,3,1,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,34,2,2,1,0,0,0,0,2019-09-29
HHS Regions,Region 10,2019,40,14,0,0,0,0,0,0,0,2019-09-29
