region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,22,0,6,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,34,0,3,0,1,1,0,0,2019-09-29
HHS Regions,Region 3,2019,40,173,0,2,0,1,3,0,0,2019-09-29
HHS Regions,Region 4,2019,40,131,12,3,1,0,21,1,0,2019-09-29
HHS Regions,Region 5,2019,40,154,0,6,0,0,3,0,0,2019-09-29
HHS Regions,Region 6,2019,40,126,2,2,0,3,11,0,0,2019-09-29
HHS Regions,Region 7,2019,40,55,3,2,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,42,0,7,0,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,156,7,14,20,2,16,0,0,2019-09-29
HHS Regions,Region 10,2019,40,77,0,9,0,0,0,0,0,2019-09-29
HHS Regions,Region 1,2019,41,16,1,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 2,2019,41,42,0,8,0,0,0,0,0,2019-10-06
HHS Regions,Region 3,2019,41,161,2,5,0,0,2,0,0,2019-10-06
HHS Regions,Region 4,2019,41,143,11,10,1,0,26,2,0,2019-10-06
HHS Regions,Region 5,2019,41,194,0,6,2,0,2,0,0,2019-10-06
HHS Regions,Region 6,2019,41,136,2,0,0,3,18,0,0,2019-10-06
HHS Regions,Region 7,2019,41,63,3,2,0,0,0,0,0,2019-10-06
HHS Regions,Region 8,2019,41,41,3,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 9,2019,41,185,9,20,20,3,19,0,0,2019-10-06
HHS Regions,Region 10,2019,41,98,1,11,0,1,2,0,0,2019-10-06
HHS Regions,Region 1,2019,42,24,1,2,0,0,0,0,0,2019-10-13
HHS Regions,Region 2,2019,42,32,0,10,0,0,0,0,0,2019-10-13
HHS Regions,Region 3,2019,42,228,3,5,0,1,3,0,0,2019-10-13
HHS Regions,Region 4,2019,42,182,5,11,1,3,19,2,0,2019-10-13
HHS Regions,Region 5,2019,42,196,0,6,0,6,6,0,0,2019-10-13
HHS Regions,Region 6,2019,42,129,2,1,0,1,16,0,0,2019-10-13
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,2019-10-13
HHS Regions,Region 8,2019,42,56,3,11,0,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,135,13,18,1,1,19,1,0,2019-10-13
HHS Regions,Region 10,2019,42,102,3,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,20,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,48,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,278,2,4,0,3,3,0,0,2019-10-20
HHS Regions,Region 4,2019,43,174,7,5,0,2,43,0,0,2019-10-20
HHS Regions,Region 5,2019,43,208,6,4,1,6,2,0,0,2019-10-20
HHS Regions,Region 6,2019,43,117,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,162,16,25,0,11,6,1,0,2019-10-20
HHS Regions,Region 10,2019,43,120,8,8,0,0,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,19,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,49,0,6,2,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,255,2,5,0,0,9,0,0,2019-10-27
HHS Regions,Region 4,2019,44,153,5,3,0,8,13,2,0,2019-10-27
HHS Regions,Region 5,2019,44,218,5,4,1,15,9,2,0,2019-10-27
HHS Regions,Region 6,2019,44,122,4,0,0,4,10,0,0,2019-10-27
HHS Regions,Region 7,2019,44,61,5,0,0,0,0,0,0,2019-10-27
HHS Regions,Region 8,2019,44,66,2,8,0,1,4,0,0,2019-10-27
HHS Regions,Region 9,2019,44,154,19,10,1,15,26,0,0,2019-10-27
HHS Regions,Region 10,2019,44,75,2,7,0,1,2,0,0,2019-10-27
HHS Regions,Region 1,2019,45,18,1,0,0,0,1,0,0,2019-11-03
HHS Regions,Region 2,2019,45,44,0,0,1,0,1,0,0,2019-11-03
HHS Regions,Region 3,2019,45,160,0,3,0,1,2,0,0,2019-11-03
HHS Regions,Region 4,2019,45,105,3,2,2,3,11,1,0,2019-11-03
HHS Regions,Region 5,2019,45,158,4,0,0,9,4,2,0,2019-11-03
HHS Regions,Region 6,2019,45,57,1,0,0,0,3,0,0,2019-11-03
HHS Regions,Region 7,2019,45,60,8,0,3,1,2,1,0,2019-11-03
HHS Regions,Region 8,2019,45,52,2,8,0,0,10,0,0,2019-11-03
HHS Regions,Region 9,2019,45,157,21,10,2,19,31,1,0,2019-11-03
HHS Regions,Region 10,2019,45,33,0,2,0,1,1,0,0,2019-11-03
