region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,22,0,6,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,7,0,1,0,0,0,0,0,2019-09-29
HHS Regions,Region 3,2019,40,108,0,1,0,1,1,0,0,2019-09-29
HHS Regions,Region 4,2019,40,97,10,2,2,0,16,1,0,2019-09-29
HHS Regions,Region 5,2019,40,120,0,6,0,3,0,0,0,2019-09-29
HHS Regions,Region 6,2019,40,81,2,2,0,3,4,0,0,2019-09-29
HHS Regions,Region 7,2019,40,2,0,0,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,25,0,6,1,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,108,3,9,21,2,6,0,0,2019-09-29
HHS Regions,Region 10,2019,40,52,0,3,0,0,0,0,0,2019-09-29
HHS Regions,Region 1,2019,41,13,1,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 2,2019,41,7,0,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 3,2019,41,76,2,1,1,0,2,0,0,2019-10-06
HHS Regions,Region 4,2019,41,61,3,4,4,3,8,2,0,2019-10-06
HHS Regions,Region 5,2019,41,111,0,4,1,1,0,0,0,2019-10-06
HHS Regions,Region 6,2019,41,41,0,0,0,3,0,0,0,2019-10-06
HHS Regions,Region 7,2019,41,0,0,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 8,2019,41,12,0,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 9,2019,41,71,3,15,0,0,0,0,0,2019-10-06
HHS Regions,Region 10,2019,41,15,0,2,1,1,0,0,0,2019-10-06
