region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,24,0,6,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,35,0,4,0,1,1,0,0,2019-09-29
HHS Regions,Region 3,2019,40,173,0,2,0,1,3,0,0,2019-09-29
HHS Regions,Region 4,2019,40,130,12,3,1,0,21,1,0,2019-09-29
HHS Regions,Region 5,2019,40,155,0,8,0,0,3,0,0,2019-09-29
HHS Regions,Region 6,2019,40,112,2,2,0,3,12,0,0,2019-09-29
HHS Regions,Region 7,2019,40,55,3,2,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,42,0,7,0,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,161,8,14,20,2,16,0,0,2019-09-29
HHS Regions,Region 10,2019,40,78,0,9,0,0,0,0,0,2019-09-29
HHS Regions,Region 1,2019,41,17,1,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 2,2019,41,43,0,9,0,0,0,0,0,2019-10-06
HHS Regions,Region 3,2019,41,164,2,5,0,0,2,0,0,2019-10-06
HHS Regions,Region 4,2019,41,145,12,10,0,0,26,2,0,2019-10-06
HHS Regions,Region 5,2019,41,194,0,6,2,0,2,0,0,2019-10-06
HHS Regions,Region 6,2019,41,109,2,0,0,3,18,0,0,2019-10-06
HHS Regions,Region 7,2019,41,63,3,2,0,0,0,0,0,2019-10-06
HHS Regions,Region 8,2019,41,41,3,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 9,2019,41,205,9,20,20,3,20,0,0,2019-10-06
HHS Regions,Region 10,2019,41,98,1,11,0,1,2,0,0,2019-10-06
HHS Regions,Region 1,2019,42,32,1,2,0,0,0,0,0,2019-10-13
HHS Regions,Region 2,2019,42,35,0,12,0,0,0,0,0,2019-10-13
HHS Regions,Region 3,2019,42,234,6,5,0,1,3,0,0,2019-10-13
HHS Regions,Region 4,2019,42,182,5,11,0,2,19,2,0,2019-10-13
HHS Regions,Region 5,2019,42,197,0,7,0,6,6,0,0,2019-10-13
HHS Regions,Region 6,2019,42,111,2,1,0,1,16,0,0,2019-10-13
HHS Regions,Region 7,2019,42,53,2,2,0,0,2,0,0,2019-10-13
HHS Regions,Region 8,2019,42,56,3,11,0,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,162,13,19,1,1,28,1,0,2019-10-13
HHS Regions,Region 10,2019,42,102,3,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,30,0,1,0,0,2,0,0,2019-10-20
HHS Regions,Region 2,2019,43,49,1,7,0,1,0,1,0,2019-10-20
HHS Regions,Region 3,2019,43,298,2,4,0,3,4,0,0,2019-10-20
HHS Regions,Region 4,2019,43,178,7,6,0,2,45,2,0,2019-10-20
HHS Regions,Region 5,2019,43,210,6,4,1,5,3,0,0,2019-10-20
HHS Regions,Region 6,2019,43,118,1,7,0,3,14,0,0,2019-10-20
HHS Regions,Region 7,2019,43,75,5,4,0,0,2,0,0,2019-10-20
HHS Regions,Region 8,2019,43,69,4,11,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,203,17,25,2,4,20,2,0,2019-10-20
HHS Regions,Region 10,2019,43,129,10,9,0,2,3,0,0,2019-10-20
HHS Regions,Region 1,2019,44,52,1,5,0,0,0,0,0,2019-10-27
HHS Regions,Region 2,2019,44,51,1,8,0,1,0,0,0,2019-10-27
HHS Regions,Region 3,2019,44,298,2,6,0,0,10,0,0,2019-10-27
