region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
HHS Regions,Region 1,2019,40,22,0,6,0,0,0,0,0,2019-09-29
HHS Regions,Region 2,2019,40,33,0,2,1,1,1,0,0,2019-09-29
HHS Regions,Region 3,2019,40,168,0,1,0,1,3,0,0,2019-09-29
HHS Regions,Region 4,2019,40,129,12,2,1,1,20,1,0,2019-09-29
HHS Regions,Region 5,2019,40,154,0,6,0,3,0,0,0,2019-09-29
HHS Regions,Region 6,2019,40,126,2,2,0,3,11,0,0,2019-09-29
HHS Regions,Region 7,2019,40,14,0,0,0,0,0,0,0,2019-09-29
HHS Regions,Region 8,2019,40,42,0,7,0,0,0,0,0,2019-09-29
HHS Regions,Region 9,2019,40,153,7,11,20,2,16,0,0,2019-09-29
HHS Regions,Region 10,2019,40,77,0,9,0,0,0,0,0,2019-09-29
HHS Regions,Region 1,2019,41,16,1,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 2,2019,41,33,0,2,1,0,0,0,0,2019-10-06
HHS Regions,Region 3,2019,41,150,2,5,0,0,2,0,0,2019-10-06
HHS Regions,Region 4,2019,41,133,9,10,1,1,22,2,0,2019-10-06
HHS Regions,Region 5,2019,41,191,0,6,2,2,0,0,0,2019-10-06
HHS Regions,Region 6,2019,41,116,2,0,0,3,18,0,0,2019-10-06
HHS Regions,Region 7,2019,41,6,0,0,0,0,0,0,0,2019-10-06
HHS Regions,Region 8,2019,41,38,3,1,0,0,0,0,0,2019-10-06
HHS Regions,Region 9,2019,41,134,9,17,0,0,13,0,0,2019-10-06
HHS Regions,Region 10,2019,41,95,1,10,0,3,0,0,0,2019-10-06
HHS Regions,Region 1,2019,42,22,1,2,0,0,0,0,0,2019-10-13
HHS Regions,Region 2,2019,42,18,0,1,0,0,0,0,0,2019-10-13
HHS Regions,Region 3,2019,42,169,2,4,0,1,2,0,0,2019-10-13
HHS Regions,Region 4,2019,42,138,4,6,3,6,8,2,0,2019-10-13
HHS Regions,Region 5,2019,42,168,0,6,0,8,2,0,0,2019-10-13
HHS Regions,Region 6,2019,42,91,2,1,0,1,10,0,0,2019-10-13
HHS Regions,Region 7,2019,42,4,0,0,0,0,0,0,0,2019-10-13
HHS Regions,Region 8,2019,42,47,3,8,1,0,2,0,0,2019-10-13
HHS Regions,Region 9,2019,42,86,6,15,0,2,5,1,0,2019-10-13
HHS Regions,Region 10,2019,42,86,2,12,1,2,0,0,0,2019-10-13
HHS Regions,Region 1,2019,43,13,0,1,0,0,0,0,0,2019-10-20
HHS Regions,Region 2,2019,43,8,0,0,0,1,0,0,0,2019-10-20
HHS Regions,Region 3,2019,43,161,1,1,1,1,1,0,0,2019-10-20
HHS Regions,Region 4,2019,43,60,2,1,2,8,10,0,0,2019-10-20
HHS Regions,Region 5,2019,43,112,3,3,1,5,0,0,0,2019-10-20
HHS Regions,Region 6,2019,43,51,1,3,0,3,1,0,0,2019-10-20
HHS Regions,Region 7,2019,43,7,1,2,0,0,0,0,0,2019-10-20
HHS Regions,Region 8,2019,43,41,1,10,0,0,3,0,0,2019-10-20
HHS Regions,Region 9,2019,43,78,7,17,0,1,4,0,0,2019-10-20
HHS Regions,Region 10,2019,43,19,5,4,0,0,1,0,0,2019-10-20
