region_type,region,year,week,total_specimens,a_2009_h1n1,a_h3,a_subtyping_not_performed,b,bvic,byam,h3n2v,wk_date
National,National,2019,40,967,25,57,21,7,56,1,0,2019-09-29
National,National,2019,41,1080,33,64,22,7,70,2,0,2019-10-06
National,National,2019,42,1165,35,82,2,13,76,3,0,2019-10-13
National,National,2019,43,1360,53,78,3,20,96,5,0,2019-10-20
National,National,2019,44,1430,53,59,2,39,120,5,0,2019-10-27
National,National,2019,45,1925,121,73,7,77,231,10,0,2019-11-03
National,National,2019,46,1865,148,57,5,93,322,10,0,2019-11-10
National,National,2019,47,2436,253,78,7,197,394,9,0,2019-11-17
National,National,2019,48,2125,362,82,10,153,474,10,0,2019-11-24
National,National,2019,49,2991,505,83,3,224,614,12,0,2019-12-01
National,National,2019,50,3293,596,78,7,351,741,15,0,2019-12-08
National,National,2019,51,3668,827,49,17,331,978,13,0,2019-12-15
National,National,2019,52,3872,1124,83,25,351,1164,22,0,2019-12-22
National,National,2020,1,3485,1028,86,39,264,950,12,0,2019-12-29
National,National,2020,2,2807,790,56,29,168,713,11,0,2020-01-05
National,National,2020,3,1262,306,18,40,82,308,2,0,2020-01-12
