region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
HHS Regions,Region 1,2019,40,877,3,1,0.4561,0.342075,0.114025,2019-09-29
HHS Regions,Region 2,2019,40,1373,6,0,0.436999,0.436999,0,2019-09-29
HHS Regions,Region 3,2019,40,613,1,3,0.652529,0.163132,0.489396,2019-09-29
HHS Regions,Region 4,2019,40,3600,70,283,9.80556,1.94444,7.86111,2019-09-29
HHS Regions,Region 5,2019,40,2125,3,4,0.329412,0.141176,0.188235,2019-09-29
HHS Regions,Region 6,2019,40,1672,10,12,1.31579,0.598086,0.717703,2019-09-29
HHS Regions,Region 7,2019,40,1036,2,1,0.289575,0.19305,0.0965251,2019-09-29
HHS Regions,Region 8,2019,40,1096,12,3,1.36861,1.09489,0.273723,2019-09-29
HHS Regions,Region 9,2019,40,503,4,10,2.7833,0.795229,1.98807,2019-09-29
HHS Regions,Region 10,2019,40,1332,16,3,1.42643,1.2012,0.225225,2019-09-29
